id,class,gist,qeustion,answer,reason
26,2,다가구주택의 세대수 요건 판단기준,"전체 사업부지 내의 세대수가 19세대를 초과하는 주택을 건축하려는 경우로서 사용승인을 신청할 때 필지별 세대수가 19세대 이하가 되도록 필지를 분할하는 것을 조건으로 건축허가를 하는 경우, 해당 주택은 분할 예정인 필지 내의 세대수를 기준으로 하여 「건축법 시행령」 별표 1 제1호 다목에 따른 다가구주택에 해당하는지, 아니면 전체 사업부지의 세대수를 기준으로 하여 같은 별표 제2호에 따른 공동주택에 해당하는지?","주택은 분할 예정인 필지 내의 세대수를 기준으로 해야 하므로, 「건축법」 제2조 제2항 제1호 및 같은 법 시행령 별표 1 제1호 다목에 따른 다가구주택에 해당함.","「건축법」 제2조 제2항에서는 건축물의 용도를 단독주택, 공동주택 등으로 구분하고 있고, 그 위임에 따라 같은 법 시행령 별표 1 제1호 다목에서는 단독주택 중 하나로 다가구주택을 규정하면서, 다가구주택은 일정한 요건을 모두 갖춘 주택으로서 공동주택에 해당하지 않는 것을 말한다고 규정하고 있는데, 같은 목 3)에서는 다가구주택의 요건 중 하나로 “19세대(대지 내 동별 세대수를 합한 세대를 말한다) 이하가 거주할수 있을 것”을 규정하고 있는바, 법령의 문언상 19세대 이하의 요건을 충족하였는지 여부는 “대지”를 단위로 판단한다고 보아야 함.
그런데 「건축법」 제2조 제1항 제1호 본문에서는 “대지”를 「공간정보의 구축 및 관리 등에 관한 법률」에 따라 각 필지(筆地)로 나눈 토지로 정의하고 있고, 같은 호 단서 및 같은 법 시행령 제3조 제2항에서는 예외적으로 하나 이상의 필지 일부를 하나의 대지로 할 수 있는 토지를 규정하면서, 같은 항 제5호에서는 사용 승인을 신청할 때 필지를 나눌 것을 조건으로 건축허가를 하는 경우 그 필지가 나누어지는 토지를 하나의 대지로 할 수 있다고 규정하고 있는바, 이러한 경우에는 분할 예정인 해당 필지의 단위를 하나의 대지로하여 같은 영 별표 1 제1호 다목 3)에 따라 다세대주택의 요건으로서 19세대 이하의 요건을 충족하는지 여부를 판단해야 할 것임."
27,3,대지 지상권이 해제되지 않은 경우 20세대 미만 다세대주택 건축 허가신청을 반려할 수 있는지,"지상권이 설정된 대지의 소유자가 그 지상권자로부터 대지 사용에 대한 동의를 얻은 후, 분양을 목적으로 하는 20세대 미만의 다세대주택을 신축하기 위하여 「건축법」제11조, 같은 법 시행령 제9조 및 같은 법 시행규칙 제6조에 따라 건축허가를 신청한 경우,
허가권자가 그 건축할 대지에 설정된 지상권이 해제되지 않았다는 이유로 이를 반려할 수 있는지?",허가권자는 그 건축할 대지에 설정된 지상권이 해제되지 않았다는 이유로 이를 반려할 수 없음.,"건축법령에 따라 건축허가를 받으려는 20세대 미만의 다세대주택은 건축물분양법령이나 주택법령의 적용대상에 해당하지 않으므로 건축법령만을 적용받는다고 할 수 있고, 건축허가권자는 관련 법령에서 정하는 제한 사유 이외의 사유를 들어 그 허가신청을 거부할 수는 없다고 할 것인데(대법원 2006.11.9. 선고2006두1227 판결),
건축법 시행규칙 제6조 제1항 제1호에서는 분양목적 공동주택을 건축하는 경우 건축할 대지의 권리관계와 관련해서는 건축할 대지의 소유권을 증명하는 서류만 제출하도록 규정하고 있을 뿐,
그 대지에 설정된 지상권 등을 해제하거나 말소하도록 하는 내용의 규정을 별도로 두고 있지는 않으므로 이 사안에서의 허가권자는 분양을 목적으로 하는 20세대 미만의 다세대주택의 건축허가 신청에 대하여 그 건축할 대지에 설정된 지상권이 해제되지 않았다는 이유로 해당 건축허가 신청을 반려할 수는 없다고 할 것임."
28,3,압류된 대지에 압류권자의 동의가 없다는 이유로 건축허가 신청을 반려할 수 있는지,"대지 소유자 채권자에 의해 해당 대지가 압류(「민사집행법」상의 강제관리에 의하여 압류된 것은 아님)되었는데 대지의 소유자가 해당 대지에 건축법 제11조에 따른 건축허가 대상으로서 분양 목적이 아닌 건축물을 신축하기 위하여 같은 조에 따라 건축허가를 신청한 경우,
해당 건축물의 신축에 대한 압류권자의 동의가 없다는 이유로 해당 건축허가 신청을 반려할 수 있는지?","대지 소유자의 채권자에 의해 해당 대지가 압류(「민사집행법」상 강제관리에 의하여 압류된 것은 아님)되었는데 대지의 소유자가 해당 대지에 「건축법」제11조에 따른 건축허가 대상으로서 분양 목적이 아닌 건축물을 신축하기 위하여 같은 조에 따라 건축허가를 신청한 경우,
허가권자는 해당 건축물의 신축에 대한 압류권자의 동의가 없다는 이유로 해당 건축허가 신청을 반려할 수 없음.","건축물에 대한 건축허가권자는 건축허가의 신청이 「건축법」, 「국토 계획법」등 관계 법규에서 정하는 어떠한 제한에도 배치되지 않는 이상 당연히 「건축법」에서 정하는 건축허가를 하여야 하고, 중대한 공익상의 필요가 없음에도 불구하고, 요건을 갖춘 자에 대한 허가를 관계 법령에서 정하는 제한 사유 이외의 사유를 들어 거부할 수는 없다 할 것인데(대법원 2006.11.9. 선고, 2006두1227 판결례 등 참조),
대지 소유자의 채권자에 의해 해당 대지가 압류되어 있다 할지라도 해당 대지의 소유자가 해당 대지에 건축행위를 하는데 있어서「건축법」, 「국세징수법」,「민사집행법」등 관계 법령 어디에도 해당 건축물의 신축에 대한 압류권자의 동의를 받도록 하는 규정이 없는바,
허가권자는 해당 건축물의 신축에 대한 압류권자의 동의가 없다는 이유 만으로 해당 건축허가를 거부할 수는 없음"
29,3,분양을 목적으로 하는 20세대 미만 다세대주택 건축 시 대지에 설정된 저당권을 말소하여야 하는지,"저당권이 설정된 대지의 소유자가 저당권이 말소되지 아니한 상태에서, 분양을 목적으로 하는 20세대 미만의 다세대주택을 신축하기 위하여 「건축법」제11조에 따라 건축허가를 신청한 경우,
건축할 대지에 설정된 저당권이 말소되지 아니하였다는 이유로 이를 거부할 수 있는지?",그 건축할 대지에 설정된 저당권이 말소되지 아니하였다는 이유로 건축허가 신청을 거부할 수는 없음,"건축법령에서 건축할 대지에 설정된 저당권을 말소하도록 하는 규정을 별도로 두고 있지는 않고,
허가권자는 건축허가신청이 건축법 등 관계 법규에서 정하는 어떠한 제한에 배치되지 않는 이상 당연히 같은 법조에서 정하는 건축허가를 하여야 하고, 중대한 공익상의 필요가 없음에도 불구하고 요건을 갖춘자에 대한 허가를 관계 법령에서 정하는 제한사유 이외의 사유를 들어 거부할 수는 없다고 할 것임.
또한, 저당권은 경매절차에 있어서 실현되는 저당부동산의 교환가치로부터 다른 채권자에 우선하여 피담보채권의 변제를 받는 것을 내용으로 하는 물권으로 부동산의 점유를 저당권자에게 이전하지 않고 설정되는 것으로 저당권설정자가 저당부동산을 사용·수익함에 영향을 미치지 않는 것이 원칙이고, 저당권이 반드시 실행되는 것이 아님에도 불구하고 건축할 대지에 저당권이 설정되어 있다는 이유만으로 건축허가를 불허하는 것은 대지 소유자의 재산권 행사에 대한 과도한 제한이라 할 것임."
30,3,건축허가 신청 시 대지의 소유에 관한 권리를 증명하는 서류,"「건축법 시행규칙」 제6조 제1항 제1호의2 나목에 따라 분양을 목적으로 20세대 미만 공동주택의 건축허가 신청을 하려는 대지소유자가 대지의 소유에 관한 권리를 증명하는 서류를 제출할 경우, 그 대지에 근저당권과 지상권이 동시에 설정되어 있다면 그 근저당권 및 지상권을 말소해야 하는지?
질의 배경
민원인은 공동주택 대지의 지상권자 동의를 얻어 A구청에 공동주택 건축허가를 신청했으나, A구청은 대지에 근저당권 및 지상권이 설정되어 있음을 이유로 건축허가 신청을 반려함.",그 대지에 근저당권과 지상권이 동시에 설정되어 있더라도 반드시 그 근저당권 및 지상권을 말소해야 하는 것은 아님.,"「건축법 시행규칙」 제6조 제1항 제1호의2 나목에서는 “대지의 소유에 관한 권리를 증명하는 서류”라고만 규정하고 있을 뿐이고, 근저당권이나 지상권 등 제한물권이 붙어 있지 아니한 소유권만이 건축허가의 요건이 되는 것으로 제한하고 있지 않는바, 그 문언의 의미를 합리적 이유 없이 축소 해석하여 제한물권이 없는 소유권자만이 건축허가를 신청할 수 있도록 하는 것은 법령상 근거 없이 건축허가의 요건을 강화하는 결과가 되어 허용되기 어렵다고 할 것임.
근저당권은 담보물권의 일종으로서 그 설정자가 대지를 사용하거나 처분하는데 영향을 미치지 않으며, 설정된 근저당권이 반드시 실행되는 것도 아님. 또한, 분양을 목적으로 하는 공동주택의 대지에 저당권이 설정되어 있다는 이유만으로 건축허가신청을 할 수 없다는 것은 대지 소유자의 재산권 행사에 대한 과도한 제한이라 할 것임.
또한, 지상권은 용익물권의 일종으로서 대지소유자의 사용권을 제한하는 측면이 있으나, 건축허가는 건축물의 구조나 안전에 대한 대물적 허가의 성질을 갖는 것인바, 대지소유자의 대지 사용권 제한 여부와 건축허가 여부는 직접적인 관련이 있다고 보기 어려울 것임."
31,3,건축허가의 요건인 “해당 대지의 소유권을 확보”하는 것의 의미,"건축법 제11조 제1항에 따라 분양을 목적으로 하는 공동주택의 건축 허가를 받은 후 건축주가 「신탁법」에 따라 신탁회사에 해당 건축 대지의 소유 명의를 이전하여 건축 대지를 담보신탁한 경우,
위탁자인 건축주가 해당 건축대지의 소유권을 확보하고 있는 것으로 보아 건축허가 요건을 충족한다고 할 수 있는지?",위탁자인 건축주가 해당 건축대지의 소유권을 확보하고 있는 것으로 볼 수 없으므로 건축허가 요건을 충족한다고 할 수 없음.,"「민법」상 저당권은 담보물권의 일종으로 그 설정자가 대지를 사용하거나 처분하는 데 영향을 미치지 않으며 무엇보다도 등기상 소유명의자는 여전히 저당권설정자로서 대지에 설정된 저당권의 담보가치를 훼손하지 않는 범위 내에서는 소유권을 행사하는데 제약이 없다고 할 것인 반면,
「신탁법」에 따른 담보신탁의 경우 소유권등기명의가 수탁자에게 이전됨에 따라 대내외적인 소유권은 물론 배타적인 관리·처분권한까지도 수탁자에게 이전되므로, 「민법」상 저당과 달리 위탁자에게 소유권이 남아있는 것으로 보기 어려워 「건축법」제11조제11항의 “대지의 소유권 확보” 요건이 충족되지 않는다고 할 것임.
이상과 같은 점을 종합해 볼 때, 「건축법」제11조 제1항에 따라 분양을 목적으로 하는 공동주택의 건축허가를 받은 후 건축주가 「신탁법」에 따라 신탁회사에 해당 건축대지의 소유명의를 이전하여 건축대지를 담보신탁한 경우, 위탁자인 건축주가 해당 건축대지의 소유권을 확보하고 있는 것으로 볼 수 없으므로 건축허가 요건을 충족한다고 할 수 없다고 할 것임."
32,3,집합건축물의 재건축 시 대지 소유권 확보 여부에 적용되는 규정,"「건축법 시행령」 제9조의2제1항 각 호의 어느 하나에 해당하는 사유로 재축 등을 하기 위해 집합건축물에 대하여 「집합건물의 소유 및 관리에 관한 법률」 제47조 제1항 및 제2항에 따라 구분소유자의 5분의 4 이상 및 의결권의 5분의 4 이상의 결의로 재건축 결의를 한 경우, 건축허가 신청을 위한 대지 소유권 확보와 관련하여 「건축법」 제11조 제11항 제2호를 적용할 수 있는지?",「건축법」 제11조 제11항 제2호는 적용되지 않음.,"「집합건물의 소유 및 관리에 관한 법률」(이하 “집합건물법”이라 함) 제1조에서는 1동의 건물 중 구조상 구분된 여러 개의 부분이 독립한 건물로서 사용될 수 있을 때에는 그 각 부분은 각각 소유권의 목적으로 할 수 있다고 규정하여 “구분소유”의 개념을 설명하고 있고, 「민법」 제262조에서는 물건이 지분에 의하여 수인의 소유로 된 때에는 공유로 하며 공유자의 지분은 균등한 것으로 추정한다고 규정하여 공유의 개념을 설명하여 법령에서 구분소유와 공유의 개념을 별개로 규정하고 있으며 개별 법령에서도 구분소유와 공유를 구별하여 규정하고 있는 점을 고려할 때
법령상 구분소유와 공유는 명백하게 구분되는 개념이므로 명시적으로 공유자에 구분소유자를 포함한다고 규정하지 않은 이상 해석으로 공유자의 개념을 확대할 수는 없는데 「건축법」 제11조 제11항 제2호에서는 대지의 소유권을 확보하지 않아도 되는 경우로 건축물 및 해당 대지의 공유자 수의 100분의 80 이상의 동의를 얻고 동의한 공유자의 지분 합계가 전체 지분의 100분의 80 이상인 경우로 한정하여 규정하고 있음."
33,3,둘 이상의 필지를 하나의 대지로 하여 건축허가를 받으려는 경우의 소유권 확보의 의미,"「건축법」 제11조 제11항 제1호 단서에 따르면 분양을 목적으로 하는 공동주택의 건축허가를 받으려는 자는 해당 대지의 소유권을 확보해야 하는바,
A필지는 갑이 단독으로 소유하고 있고 B필지는 을이 단독으로 소유하고 있으면서 A필지와 B필지를 하나의 대지로 하여 갑과 을이 공동으로 분양을 목적으로 하는 공동주택의 건축허가를 받으려는 경우 해당 대지의 소유권을 확보한 것으로 볼 수 있는지?",해당 대지의 소유권을 확보한 것으로 볼 수 없음,"“건축허가를 받으려는 자”에 대해 별도로 제한하고 있지 않으므로 위 규정에 따른 “건축허가를 받으려는 자”에는 단독으로 건축허가를 받으려는 자 외에 공동으로 건축허가를 받으려는 둘 이상의 자도 포함되는 바, 그렇다면 둘 이상이 공동으로 분양을 목적으로 하는 공동주택의 건축허가를 받으려는 경우에도 건축 허가를 받으려는 둘 이상의 자 모두가 해당 대지의 소유권을 확보해야 한다고 보는 것이 문언에 부합하는 해석임.
건축허가를 받으려는 대지가 두 개의 필지로 구성되어 있다면 두 개의 필지를 공동으로 소유하는 것과 두 개의 필지를 각각 개별적으로 소유하는 것은 법적 소유 관점에서 구별되는 것이므로, 이 사안과 같이 하나의 대지를 이루는 두 개의 필지를 갑과 을이 각각 구분하여 소유한 경우라면 건축허가를 받으려는 갑과 을이 공동으로 해당 대지를 소유한 것은 아니므로 갑과 을 모두가 해당 대지의 소유권을 확보한 것으로 볼 수 없음."
34,3,"허가권자는 건축주가 「건축법」 제11조 제11항 제1호 본문에 따른 건축허가의 요건인 “대지를 사용할 수 있는 권원”을 확보했는지를 판단할 때, 그 권원의 유효기간을 고려할 수 있는지 여부","건축주가 「건축법」 제11조 제11항 제1호 본문에 따른 건축허가의 요건인 “대지를 사용할 수 있는 권원”을 확보했는지를 판단할 때, 허가권자는 그 권원의 유효기간을 고려할 수 있는지?",허가권자는 그 권원의 유효기간을 고려할 수 있음.,"「건축법」 제11조 제11항 제1호 본문에서는 건축주가 “대지의 소유권을 확보하지 못하였으나 그 대지를 사용할 수 있는 권원을 확보”한 경우 건축허가의 요건을 갖춘 것으로 규정하고 있는데, 같은 조의 내용이 건축물의 건축 또는 대수선을 하려는 경우 받아야 하는 건축허가에 관한 것임에 비추어 보면, 여기서의 ‘대지 사용 권원’은 그 대지의 사용 목적에 해당하는 건축물의 “건축”이나 “대수선”을 충분히 가능하게 하는 권원을 의미한다고 보는 것이 타당함.
그리고 건축주가 대지 사용권을 확보하여 건축을 하는 경우 건축 대상 대지의 소유권자 등의 권리 행사를 제한하는 측면이 있고, 건축물과 대지는 분리된 별개의 물건으로서 각각에 대하여 다양한 권리 관계가 발생할 수 있는바, 「건축법」 제11조 제11항에서 건축허가의 요건으로 대지의 소유권 또는 그 대지를 사용할 수 있는 권원을 확보하도록 규정한 것은 허가권자로 하여금 건축주가 건축 대상 대지의 소유권이나 사용 권원을 확보하였는지를 관련 자료를 기초로 살펴보도록 하여, 건축이나 대수선으로 발생할 수 있는 건축주와 대지 소유자 등 대지 권리자 사이의 분쟁을 미연에 방지하고, 건축이나 대수선이 완료된 후 해당 건축물에 대한 권리를 가지게 되는 이해관계인이 피해를 입지 않도록 보호하려는 취지가 있다고 보아야 함."
35,4,건축설비 및 정보통신설비의 설계자 관련,"건축물에 “폐쇄회로텔레비젼(CCTV), 방송설비, 구내통신, 주배선반(MDF), 무선랜 및 주차관제”설비를 설치하는 경우,
그 설계를 「건축법」상의 건축사가 해야 하는지 아니면 「정보통신공사업법」상의 용역업자가 해야 하는지?","「건축법」제19조(현재 제23조)의 규정에 의한 건축등을 위한 설계를 하는 경우에는, “폐쇄회로텔레비젼, 방송설비, 구내통신, 주배선반, 무선랜 및 주차관제”의 설치를 위한 설계는 건축사가 하여야 함.","「건축법」제2조 제1항 제4호에서 ‘건축설비’의 종류로 규정한 설비 가운데, 특히 ‘초고속 정보통신 및 지능형 홈네트워크’의 개념은 그 범위를 일의적으로 정의하기 어려우나, 홈네트워크시스템을 초고속정보통신, 게이트웨이, 각종 서비스 기기, 건물환경이 결합된 시스템이라고 정의할 수 있고, 초고속정보통신은 음성·문자·영상 등 각종 멀티미디어 정보를 필요한 곳으로 빠르게 보낼 수 있도록 광케이블로 연결하는 통신망이라고 정의할 수 있고,
질의대상 시설인 “폐쇄회로텔레비젼 등”도 유·무선네트워크, 정보통신기술 및 IT기기 등이 융합된 시설의 하나이므로, 「건축법」 제2조 제1항 제4호에서 건축설비의 종류로 명시되어 있지는 않으나, 이 시설들이 건축물의 안전이나 기능을 향상시키기 위해 건축물에 설치되는 것이라면 ‘초고속 정보통신 및 지능형 홈네트워크’에 포함된다고 봄이 타당할 것임.
따라서, 질의대상 시설인 “폐쇄회로텔레비젼(CCTV) 등”이 「정보통신공사업법」의 정보통신설비에 해당하는 것은 명백하나, 이 시설들이 건축물의 안전이나 기능을 향상시키기 위해 건축물에 설치되는 것이라면 동시에 「건축법」상의 건축설비에도 해당한다고 보아야 할 것이므로, 「건축법」제19조(현 23조)에서 규정하고 있는 건축물의 건축등을 위한 설계를 하는 경우에 이 시설들에 대한 설계는 건축사가 하여야 할 것임."
36,4,공용건축물 협의 시 허가요건 이외의 사유로 거부할 수 있는지,"국가가 건축법 제11조에 따른 건축허가 대상 건축물을 건축하려고 같은 법 제29조 제1항에 따라 허가권자에게 협의 요청을 한 경우
허가권자가 해당 건축에 대하여 범시민 정서에의 불부합, 민원제기의 우려 등 건축법 및 관계 법령에서 정하지 아니한 사유로 협의를 거부할 수 있는지?","허가권자가 해당 건축에 대하여 범시민 정서에의 불부합, 민원제기의 우려 등 건축법 및 관계 법령에서 정하지 아니한 사유로 협의를 거부할 수 없음.","일반 건축물에 대한 건축허가 신청이 「건축법」,「국토계획법」 등 관계 법규에서 정하는 어떠한 제한에 배치되지 않는 이상 당연히 「건축법」에서 정하는 건축허가를 하여야 하고, 중대한 공익상의 필요가 없음에도 불구하고, 요건을 갖춘 자에 대한 허가를 관계 법령에서 정하는 제한 사유 이외의 사유를 들어 거부할 수는 없다 할 것임.
따라서 이러한 일반건축물에 대한 건축허가 시의 기준은 공용건축물을 건축하는 경우에도 동일하게 적용된다 할 것이며, 공용건축 협의요청에 대한 심사 결과 그 요청이 법정요건에 합치하는 경우에는 허가권자는 협의해 줄 의무가 있다고 할 것이고, 건축법 및 관계 법령에서 정하는 제한사유 이외의 사유를 들어 협의를 거부할 수는 없음.
허가권자가 해당 건축행위에 대하여 협의를 요청하는 국가기관 등이 제출한 해당 건축공사에 관한 설계도서와 관계 서류를 심사하고 그 심사결과에 대하여 통지하도록 하는 통지의무를 명백하게 규정하고 있을 뿐, 공용건축물의 건축에 대한 협의와 관련하여 특별히 그 협의를 거부할 수 있는 사유를 규정하고 있는 것도 없음."
37,4,"인·허가를 위한 각종 실체적 요건 충족에 대한 판단 등이 없이, 건축신고만으로 건축행위가 가능한지","「건축법」제14조에 따른 건축신고의 경우 같은 법 제11조 제5항이 준용되는바, 「건축법」 제11조 제5항의 규정에 따라 의제되는 인·허가를 위한 실체적 요건 충족 및 그 판단을 위하여 필요한 경우에 행하는 관련 행정기관과의 협의 없이, 건축신고만으로 건축행위가 가능한지?","「건축법」제11조 제5항의 규정에 따라 의제되는 인·허가를 위한 실체적 요건 충족 및 그 판단을 위하여 필요한 경우에 행하는 관련 행정기관과의 협의 없이, 건축신고만으로 건축행위가 가능하지 않음","「건축법」에서 인·허가의제 제도를 둔 취지는, 건축허가 또는 신고의 관할 행정청으로 그 창구를 단일화하고 절차를 간소화하며 비용과 시간을 절감함으로써 국민의 권익을 보호하려는 것이지, 인·허가의제 사항 관련 법률에 따른 각각의 인·허가 요건에 관한 일체의 심사를 배제하려는 것으로 보기는 어려움. 왜냐하면, 「건축법」과 인·허가 의제사항 관련 법률은 각각 고유한 목적이 있고, 건축신고와 인·허가 의제사항도 각각 별개의 제도적 취지가 있으며 그 요건 또한 달리하기 때문임.
나아가 인·허가 의제사항 관련 법률에 규정된 요건 중 상당수는 공익에 관한 것으로서 행정청의 전문적이고 종합적인 심사가 요구되는데, 만약 건축신고만으로 인·허가 의제사항에 관한 일체의 요건 심사가 배제된다고 한다면, 중대한 공익상의 침해나 이해관계인의 피해를 야기하고 관련 법률에서 인·허가 제도를 통하여 사인의 행위를 사전에 감독하고자 하는 규율체계 전반을 무너뜨릴 우려가 있기 때문임.
또한 무엇보다도 건축신고를 하려는 자는 인·허가 의제사항 관련 법령에서 제출하도록 의무화하고 있는 신청서와 구비서류를 제출하여야 하는데, 이는 건축신고를 수리하는 행정청으로 』하여금 인·허가 의제 사항 관련 법률에 규정된 요건에 관하여도 심사를 하도록 하기 위한 것으로서 행정청이 그 실체적 요건에 관한 심사 후 수리하여야 함."
38,4,"구 『건축법』(2005. 11. 8. 법률 제7696호로 일부개정되어 2006. 5. 9. 시행되기 전의 것) 시행 당시, 같은 법 제8조 제1항 각 호의 허가대상 건축물에 해당하지 않는 경우 같은 법 제9조 제1항에 따른 건축신고는 하여야 하는지","구 『건축법』(2005. 11. 8. 법률 제7696호로 일부개정되어 2006. 5. 9. 시행되기 전의 것) 시행 당시, 같은 법 제8조 제1항 각 호의 허가대상건축물에 해당하지 않는 경우에도 같은 법 제9조 제1항에 따른 건축신고는 하여야 하는지?","구 『건축법』(2005. 11. 8. 법률 제7696호로 일부개정되어 2006. 5. 9. 시행되기 전의 것) 시행 당시, 같은 법 제8조 제1항 각 호의 허가대상건축물에 해당하지 않는 경우에는 같은 법 제9조 제1항에 따른 건축신고를 하지 않아도 된다고 할 것임.","구 『건축법』2005. 11. 8. 법률 제7696호로 일부개정되어 2006. 5. 9. 시행되기 전의 것, 이하 “구 건축법”이라 함) 제8조 제1항에 따르면 국토의 계획 및 이용에 관한 법률에 의하여 지정된 도시지역 및 제2종 지구단위 계획구역안에서 건축물을 건축하거나 대수선하고자 하는 자(제1호), 대통령령이 정하는 구역안에서 건축물을 건축하거나 대수선하고자 하는 자(제2호), 제1호 및 제2호의 지역 또는 구역외의 지역 또는 구역에서 연면적 200제곱미터 이상이거나 3층 이상인 건축물을 건축하거나 대수선하고자 하는 자(제3호)는 시장·군수·구청장의 허가를 받아야 하는데, 같은 법 제9조 제1항에 따르면 제8조의 규정에 해당하는 허가대상 건축물이라 하더라도 제9조 제1항 각 호의 1에 해당하는 경우에는 미리 시장·군수·구청장에게 신고함으로써 건축허가를 받은 것으로 보도록 하고 있는바,
이와 같이 구 건축법에서는 모든 건축물에 대하여 건축허가나 신고를 하도록 한 것이 아니라 같은 법 제8조 제1항 각 호에 해당하는 경우에만 건축허가를 받도록 하였고, 제8조에 해당하는 허가대상 건축물임에도 불구하고 같은 법 제9조 제1항 각 호의 1에 해당하는 경우에는 신고함으로써 허가를 받은 것으로 의제하도록 하였으므로, 애초부터 허가대상이 아닌 건축물이라면 건축신고의 대상이 될 수가 없다고 할 것임."
39,4,건축허가권자가 「자연공원법」 에 따른 공원구역 안에서 「건축법」 제14조에 따라 건축 신고 대상에 해당하는 행위에 대하여 건축신고를 수리하는 경우 협의대상기관의 범위,"「건축법」 제14조 제2항 및 제11조 제5항에 따라 건축허가권자의 건축신고수리에 의하여 「국토의 계획 및 이용에 관한 법률」 제56조 제1항에 따른 개발행위허가와 「자연공원법」 제23조에 따른 행위허가가 각각 의제되는 경우, 건축허가권자는 「건축법」 제11조 제6항에 따라 개발행위허가권자 및 공원관리청과 각각 협의를 하여야 하는 것인지 아니면 공원관리청과의 사이에서만 협의를 하면 되는 것인지?",건축허가권자는 「건축법」 제11조 제6항에 따라 개발행위허가권자 및 공원관리청과 각각 협의를 하여야 할 것임.,"「건축법」 제11조 제5항에서 규정하고 있는 인허가 의제절차에 관하여 살펴보면, 같은 법 제12조 제1항에서는 건축허가권자가 건축허가를 하려면 해당 용도·규모 또는 형태의 건축물을 건축하려는 대지에 건축하는 것이 「국토의 계획 및 이용에 관한 법률」 제54조, 제56조부터 제62조까지 및 제76조부터 제82조까지의 규정과 그 밖에 대통령령으로 정하는 관계 법령의 규정에 맞는지를 확인하고, 같은 법 제11조 제5항 각 호의 인허가 의제협의사항을 처리하기 위하여 대통령령으로 정하는 바에 따라 건축복합민원 일괄협의회를 개최하여야 한다고 규정하고 있고, 「건축법」 제12조 제2항에서는 확인이 요구되는 법령의 관계 행정기관의 장은 소속 공무원을 제1항에 따른 건축복합민원 일괄협의회에 참석하게 하여야 한다고 규정하면서, 같은 법 시행령 제10조 제1항 제2호에서는 같은 법 제12조 제1항에서 “대통령령으로 정하는 관계 법령의 규정”이란 「자연공원법」 제23조 및 제25조의 규정을 말한다고 규정하고 있는 점을 볼 때,
이 사안의 경우 건축허가권자는 「건축법」 제11조 제6항에 따라 각각의 관계 행정기관의 장인 개발행위허가권자와 공원관리청과 각각 협의하여 허가대상인 건축행위의 각 관계 법령인 「국토의 계획 및 이용에 관한 법률」 및 「자연공원법」의 관계규정에 맞는지를 확인하여야 한다고 할 것임."
40,4,"주택건설 사업계획 승인으로 「건축법」 제11조의 건축허가 의제 시, 건축법에 따른 도지사의 사전승인을 생략할 수 있는지","시·군 지역에서 면적이 10만㎡ 미만인 대지에 21층 이상인 공동주택을 건설하려는 자가 「주택법」제16조 제1항에 따라 주택건설사업계획승인을 받으면서 같은 법 제17조에 따라 「건축법」제11조에 따른 건축허가의 의제를 받으려는 경우,
해당 주택건설사업계획 승인권자이면서 건축허가권자인 시장·군수는 건축허가에 관한 협의 시 「건축법」 제11조 제2항에 따른 도지사의 사전승인 절차를 생략할 수 있는지?",「건축법」 제11조 제2항에 따른 도지사의 사전승인 절차를 생략할 수 없다고 할 것임.,"「건축법」 제11조 제2항에서 시장·군수가 대형건축물 등의 건축을 허가하려면 미리 도지사의 승인을 받도록 한 것은 대형건축물의 건축으로 인하여 교통체증 및 인구집중 등의 영향이 도 전체에 미친다는 점 등 공익을 고려한 것으로서,
도지사에게 건축허가권자인 시장·군수와는 다른 관점에서 해당 건축을 평가하라는 의무를 부과한 것이라 할 것이며, 인·허가 등의 의제가 해당 법령에서 정하는 권한의 변경을 가져오는 것은 아니기 때문에 도지사에게 부여된 승인 여부에 대한 판단 권한을 시장·군수가 대신 행사하거나 생략할 수는 없다고 할 것임.
한편, 주된 인·허가 관청이 관계 행정기관의 장과 협의를 거쳐 주된 인·허가를 한 이상 그 절차와 별도로 관계 법률에 따른 절차를 거칠 필요가 없다는 이유를 들어 별도의 사전승인 절차는 필요하지 않다는 의견이 제기될 수 있으나,
건축허가 관련 사전승인에 있어서는 관계 기관의 장인 시장·군수가 아니라, 도지사라는 별도의 행정기관에 권한이 부여되어 있다는 점, 절차 간소화라는 인·허가 의제의 취지가 관련 법률에 따른 각각의 인·허가 요건에 관한 일체의 심사를 배제하려는 것은 아니라는 점 등을 고려할 때 그러한 의견은 타당하지 않다고 할 것임"
